timestamp,value,ram_pct,network_in
2024-02-12 00:00:00,0.05252520000000001,0.10187860000000004,0.002
2024-02-12 00:05:00,0.050505,0.10194939999999997,0.0
2024-02-12 00:10:00,0.0424242,0.10217560000000003,0.0
2024-02-12 00:15:00,0.0444444,0.10292420000000002,0.0
2024-02-12 00:20:00,0.050505,0.101653,0.0
2024-02-12 00:25:00,0.05252520000000001,0.10128560000000009,0.0
2024-02-12 00:30:00,0.040404,0.09977380000000002,0.0
2024-02-12 00:35:00,0.0383838,0.09693459999999998,0.0
2024-02-12 00:40:00,0.0363636,0.09800819999999999,0.0
2024-02-12 00:45:00,0.0343434,0.09977400000000003,0.0
2024-02-12 00:50:00,0.040404,0.0982483999999999,0.002
2024-02-12 00:55:00,0.0424242,0.09793760000000007,0.0
2024-02-12 01:00:00,0.040404,0.09812119999999991,0.0
2024-02-12 01:05:00,0.0383838,0.09947719999999993,0.0
2024-02-12 01:10:00,0.0363636,0.10177980000000009,0.002
2024-02-12 01:15:00,0.0343434,0.10254259999999993,0.0
2024-02-12 01:20:00,0.0343434,0.10153999999999996,0.0
2024-02-12 01:25:00,0.0343434,0.0997032000000001,0.0
2024-02-12 01:30:00,0.030303000000000004,0.10004219999999986,0.0
2024-02-12 01:35:00,0.0323232,0.10005640000000005,0.0
2024-02-12 01:40:00,0.0343434,0.09975979999999995,0.0
2024-02-12 01:45:00,0.0363636,0.10087580000000007,0.0
2024-02-12 01:50:00,0.030303000000000004,0.10110180000000002,0.0
2024-02-12 01:55:00,0.028282800000000004,0.0989544,0.0
2024-02-12 02:00:00,0.030303000000000004,0.09838979999999997,0.0
2024-02-12 02:05:00,0.0343434,0.10124299999999986,0.0
2024-02-12 02:10:00,0.030303000000000004,0.09875699999999998,0.0
2024-02-12 02:15:00,0.030303000000000004,0.09806480000000006,0.0
2024-02-12 02:20:00,0.030303000000000004,0.09967519999999985,0.0
2024-02-12 02:25:00,0.030303000000000004,0.10076260000000004,0.0
2024-02-12 02:30:00,0.0323232,0.09963279999999997,0.0
2024-02-12 02:35:00,0.030303000000000004,0.09910999999999992,0.0
2024-02-12 02:40:00,0.0323232,0.09653899999999993,0.0
2024-02-12 02:45:00,0.030303000000000004,0.0997458,0.0
2024-02-12 02:50:00,0.030303000000000004,0.09994359999999991,0.0
2024-02-12 02:55:00,0.030303000000000004,0.09970319999999988,0.0
2024-02-12 03:00:00,0.030303000000000004,0.10012699999999997,0.0
2024-02-12 03:05:00,0.028282800000000004,0.10029660000000007,0.0
2024-02-12 03:10:00,0.028282800000000004,0.10040939999999998,0.0
2024-02-12 03:15:00,0.0323232,0.10069200000000011,0.0
2024-02-12 03:20:00,0.030303000000000004,0.1002402,0.0
2024-02-12 03:25:00,0.030303000000000004,0.09771160000000001,0.0
2024-02-12 03:30:00,0.0363636,0.09968900000000003,0.0
2024-02-12 03:35:00,0.0323232,0.10026840000000004,0.0
2024-02-12 03:40:00,0.030303000000000004,0.1009040000000001,0.0
2024-02-12 03:45:00,0.030303000000000004,0.1009040000000001,0.002
2024-02-12 03:50:00,0.028282800000000004,0.10073480000000001,0.0
2024-02-12 03:55:00,0.030303000000000004,0.09957600000000011,0.0
2024-02-12 04:00:00,0.030303000000000004,0.10074880000000008,0.002
2024-02-12 04:05:00,0.0323232,0.09891240000000001,0.0
2024-02-12 04:10:00,0.028282800000000004,0.09887000000000001,0.0
2024-02-12 04:15:00,0.0323232,0.09978779999999998,0.0
2024-02-12 04:20:00,0.0323232,0.09844620000000004,0.0
2024-02-12 04:25:00,0.030303000000000004,0.09916639999999999,0.0
2024-02-12 04:30:00,0.030303000000000004,0.09932180000000002,0.0
2024-02-12 04:35:00,0.0323232,0.101356,0.002
2024-02-12 04:40:00,0.0323232,0.10535379999999994,0.0
2024-02-12 04:45:00,0.0343434,0.10495820000000011,0.0
2024-02-12 04:50:00,0.0363636,0.1027264000000001,0.0
2024-02-12 04:55:00,0.0424242,0.10259919999999989,0.0
2024-02-12 05:00:00,0.0484848,0.10111599999999998,0.002
2024-02-12 05:05:00,0.0464646,0.10288180000000013,0.0
2024-02-12 05:10:00,0.0484848,0.10224599999999984,0.0
2024-02-12 05:15:00,0.05252520000000001,0.10363060000000002,0.0
2024-02-12 05:20:00,0.050505,0.10035300000000014,0.0
2024-02-12 05:25:00,0.0545454,0.09820600000000002,0.002
