timestamp,value,ram_pct,network_in,label
2024-03-25 00:00:00,0.016495,0.0023761999999998284,0.0020202,1
2024-03-25 00:05:00,0.012371,0.0025208000000001007,0.010101,1
2024-03-25 00:10:00,0.024742599999999997,0.0019747999999999433,0.0161616,1
2024-03-25 00:15:00,0.028866199999999998,0.00176619999999994,0.020202,1
2024-03-25 00:20:00,0.030928,0.0019745999999999375,0.020202,1
2024-03-25 00:25:00,0.0350516,0.0018464000000000258,0.028282800000000004,1
2024-03-25 00:30:00,0.0391752,0.001943000000000028,0.028282800000000004,1
2024-03-25 00:35:00,0.03917520000000001,0.0018464000000000258,0.030303000000000004,1
2024-03-25 00:40:00,0.037113400000000005,0.0020552000000000348,0.030303000000000004,1
2024-03-25 00:45:00,0.0350516,0.0021031999999999718,0.0242424,1
2024-03-25 00:50:00,0.0350516,0.002070999999999934,0.030303000000000004,1
2024-03-25 00:55:00,0.030928,0.0019747999999999433,0.030303000000000004,1
2024-03-25 01:00:00,0.030928,0.0019103999999998678,0.026262600000000004,1
2024-03-25 01:05:00,0.0350516,0.0020067999999999753,0.0363636,1
2024-03-25 01:10:00,0.030928,0.001782200000000067,0.020202,1
2024-03-25 01:15:00,0.0391752,0.01172020000000007,0.026262600000000004,1
2024-03-25 01:20:00,0.041237,0.007337200000000044,0.0242424,1
2024-03-25 01:25:00,0.0391752,0.002905999999999964,0.0242424,1
2024-03-25 01:30:00,0.037113400000000005,0.001958999999999933,0.026262600000000004,1
2024-03-25 01:35:00,0.0329898,0.0018624000000000418,0.0363636,1
2024-03-25 01:40:00,0.030928,0.001830200000000004,0.0363636,1
2024-03-25 01:45:00,0.030928,0.0019587999999999273,0.0343434,1
2024-03-25 01:50:00,0.030928,0.002007000000000092,0.030303000000000004,1
2024-03-25 01:55:00,0.030928,0.0019106000000000956,0.0323232,1
2024-03-25 02:00:00,0.030928,0.0019427999999999113,0.0242424,1
2024-03-25 02:05:00,0.028866199999999998,0.0019103999999998678,0.020202,1
2024-03-25 02:10:00,0.0329898,0.0019587999999999273,0.026262600000000004,1
2024-03-25 02:15:00,0.030928,0.0019586000000000325,0.026262600000000004,1
2024-03-25 02:20:00,0.0350516,0.0020711999999999398,0.0161616,1
2024-03-25 02:25:00,0.0329898,0.0019587999999999273,0.0161616,1
2024-03-25 02:30:00,0.030928,0.001990999999999965,0.0181818,1
2024-03-25 02:35:00,0.030928,0.0018464000000000258,0.014141400000000002,1
2024-03-25 02:40:00,0.0268044,0.0019587999999999273,0.0161616,1
2024-03-25 02:45:00,0.028866199999999998,0.0018944000000000738,0.012121200000000002,1
2024-03-25 02:50:00,0.030928,0.0019263999999999948,0.012121200000000002,1
2024-03-25 02:55:00,0.030928,0.00200699999999987,0.0121212,1
2024-03-25 03:00:00,0.024742599999999997,0.001959000000000044,0.014141400000000002,1
2024-03-25 03:05:00,0.10103100000000001,0.0019425999999999055,0.41414160000000005,1
